invoice_id,Branch,City,category, unit_price ,quantity,date,time,payment_method,rating,profit_margin, Revenue , Profit 
675,WALM003,San Antonio,Electronic accessories,$45.48 ,10,1/3/2019,10:22:00 AM,Credit card,4.8,0.48,$454.80 ,$218.30 
676,WALM080,Nacogdoches,Fashion accessories,$83.77 ,2,24/02/19,7:57:00 PM,Cash,4.6,0.33,$167.54 ,$55.29 
677,WALM062,Galveston,Sports and travel,$64.08 ,7,19/02/19,7:29:00 PM,Credit card,7.3,0.33,$448.56 ,$148.02 
678,WALM066,Grapevine,Food and beverages,$73.47 ,4,23/02/19,6:30:00 PM,Cash,6,0.33,$293.88 ,$96.98 
679,WALM095,Big Spring,Health and beauty,$58.95 ,10,7/2/2019,2:27:00 PM,Ewallet,8.1,0.33,$589.50 ,$194.54 
680,WALM074,Weslaco,Food and beverages,$48.50 ,6,11/1/2019,1:57:00 PM,Cash,9.4,0.33,$291.00 ,$96.03 
681,WALM085,Kerrville,Electronic accessories,$39.48 ,1,12/2/2019,7:43:00 PM,Cash,6.5,0.33,$39.48 ,$13.03 
682,WALM100,Canyon,Sports and travel,$34.81 ,1,14/01/19,10:11:00 AM,Credit card,7,0.18,$34.81 ,$6.27 
683,WALM082,Weslaco,Fashion accessories,$49.32 ,6,9/1/2019,1:46:00 PM,Cash,7.1,0.33,$295.92 ,$97.65 
684,WALM091,Little Elm,Fashion accessories,$21.48 ,2,27/02/19,12:22:00 PM,Ewallet,6.6,0.33,$42.96 ,$14.18 
685,WALM063,Georgetown,Sports and travel,$23.08 ,6,24/01/19,7:20:00 PM,Ewallet,4.9,0.33,$138.48 ,$45.70 
686,WALM041,Mission,Home and lifestyle,$49.10 ,2,8/1/2019,12:58:00 PM,Ewallet,6.4,0.48,$98.20 ,$47.14 
687,WALM003,San Antonio,Sports and travel,$64.83 ,2,8/1/2019,11:59:00 AM,Credit card,8,0.36,$129.66 ,$46.68 
688,WALM089,Southlake,Home and lifestyle,$63.56 ,10,16/01/19,5:59:00 PM,Cash,4.3,0.33,$635.60 ,$209.75 
689,WALM058,Port Arthur,Sports and travel,$72.88 ,2,13/03/19,12:51:00 PM,Cash,6.1,0.33,$145.76 ,$48.10 
690,WALM083,Farmers Branch,Food and beverages,$67.10 ,3,15/02/19,10:36:00 AM,Cash,7.5,0.33,$201.30 ,$66.43 
691,WALM057,Euless,Sports and travel,$70.19 ,9,25/01/19,1:38:00 PM,Cash,6.7,0.33,$631.71 ,$208.46 
692,WALM089,Southlake,Food and beverages,$55.04 ,7,12/3/2019,7:39:00 PM,Ewallet,5.2,0.33,$385.28 ,$127.14 
693,WALM022,Mesquite,Health and beauty,$48.63 ,10,4/3/2019,12:44:00 PM,Cash,8.8,0.48,$486.30 ,$233.42 
694,WALM012,Garland,Fashion accessories,$73.38 ,7,10/2/2019,1:56:00 PM,Cash,9.5,0.48,$513.66 ,$246.56 
695,WALM009,Plano,Food and beverages,$52.60 ,9,16/01/19,2:42:00 PM,Cash,7.6,0.48,$473.40 ,$227.23 
696,WALM052,Mansfield,Home and lifestyle,$87.37 ,5,29/01/19,7:45:00 PM,Cash,6.6,0.57,$436.85 ,$249.00 
697,WALM040,Edinburg,Sports and travel,$27.04 ,4,1/1/2019,8:26:00 PM,Ewallet,6.9,0.48,$108.16 ,$51.92 
698,WALM079,La Porte,Home and lifestyle,$62.19 ,4,6/1/2019,7:46:00 PM,Ewallet,4.3,0.33,$248.76 ,$82.09 
699,WALM088,Cleburne,Electronic accessories,$69.58 ,9,19/02/19,7:38:00 PM,Credit card,7.8,0.33,$626.22 ,$206.65 
700,WALM066,Grapevine,Home and lifestyle,$97.50 ,10,12/1/2019,4:18:00 PM,Ewallet,8,0.33,$975.00 ,$321.75 
701,WALM061,Cedar Park,Fashion accessories,$60.41 ,8,7/2/2019,12:23:00 PM,Ewallet,9.6,0.33,$483.28 ,$159.48 
702,WALM059,Pflugerville,Food and beverages,$32.32 ,3,27/03/19,7:11:00 PM,Credit card,4.3,0.33,$96.96 ,$32.00 
703,WALM046,Temple,Fashion accessories,$19.77 ,10,27/02/19,6:57:00 PM,Credit card,5,0.48,$197.70 ,$94.90 
704,WALM044,Pharr,Health and beauty,$80.47 ,9,6/1/2019,11:18:00 AM,Cash,9.2,0.48,$724.23 ,$347.63 
705,WALM042,Bryan,Home and lifestyle,$88.39 ,9,2/3/2019,12:40:00 PM,Cash,6.3,0.48,$795.51 ,$381.84 
706,WALM045,Missouri City,Health and beauty,$71.77 ,7,29/03/19,2:06:00 PM,Credit card,8.9,0.48,$502.39 ,$241.15 
707,WALM031,Lewisville,Electronic accessories,$43.00 ,4,31/01/19,8:48:00 PM,Ewallet,7.6,0.48,$172.00 ,$82.56 
708,WALM069,Rockwall,Food and beverages,$68.98 ,1,21/01/19,8:13:00 PM,Cash,4.8,0.33,$68.98 ,$22.76 
709,WALM048,Harlingen,Fashion accessories,$15.62 ,8,20/01/19,8:37:00 PM,Ewallet,9.1,0.48,$124.96 ,$59.98 
710,WALM040,Edinburg,Sports and travel,$25.70 ,3,17/01/19,5:59:00 PM,Ewallet,6.1,0.48,$77.10 ,$37.01 
711,WALM080,Nacogdoches,Food and beverages,$80.62 ,6,28/02/19,8:18:00 PM,Cash,9.1,0.33,$483.72 ,$159.63 
712,WALM007,Arlington,Home and lifestyle,$75.53 ,4,19/03/19,3:52:00 PM,Ewallet,8.3,0.48,$302.12 ,$145.02 
713,WALM074,Weslaco,Electronic accessories,$77.63 ,9,19/02/19,3:14:00 PM,Cash,7.2,0.33,$698.67 ,$230.56 
714,WALM021,McAllen,Health and beauty,$13.85 ,9,4/2/2019,12:50:00 PM,Ewallet,6,0.48,$124.65 ,$59.83 
715,WALM049,North Richland Hills,Fashion accessories,$98.70 ,8,31/01/19,10:36:00 AM,Ewallet,8.5,0.48,$789.60 ,$379.01 
716,WALM057,Euless,Health and beauty,$35.68 ,5,6/2/2019,6:33:00 PM,Credit card,6.6,0.33,$178.40 ,$58.87 
717,WALM079,La Porte,Fashion accessories,$71.46 ,7,28/03/19,4:06:00 PM,Ewallet,4.5,0.33,$500.22 ,$165.07 
718,WALM040,Edinburg,Electronic accessories,$11.94 ,3,19/01/19,12:47:00 PM,Credit card,8.1,0.48,$35.82 ,$17.19 
719,WALM099,Weatherford,Fashion accessories,$45.38 ,3,17/02/19,1:34:00 PM,Credit card,7.2,0.18,$136.14 ,$24.51 
720,WALM056,Rowlett,Fashion accessories,$17.48 ,6,18/01/19,3:04:00 PM,Credit card,6.1,0.33,$104.88 ,$34.61 
721,WALM004,Austin,Fashion accessories,$25.56 ,7,2/2/2019,8:42:00 PM,Cash,7.1,0.48,$178.92 ,$85.88 
722,WALM018,Frisco,Sports and travel,$90.63 ,9,18/01/19,3:28:00 PM,Cash,5.1,0.48,$815.67 ,$391.52 
723,WALM087,Waxahachie,Home and lifestyle,$44.12 ,3,18/03/19,1:45:00 PM,Credit card,7.9,0.33,$132.36 ,$43.68 
724,WALM008,Corpus Christi,Food and beverages,$36.77 ,7,11/1/2019,8:10:00 PM,Cash,7.4,0.48,$257.39 ,$123.55 
725,WALM060,DeSoto,Food and beverages,$23.34 ,4,4/2/2019,6:53:00 PM,Ewallet,7.4,0.33,$93.36 ,$30.81 
726,WALM084,Schertz,Health and beauty,$28.50 ,8,6/2/2019,2:24:00 PM,Cash,6.6,0.33,$228.00 ,$75.24 
727,WALM067,Haltom City,Home and lifestyle,$55.57 ,3,8/1/2019,11:42:00 AM,Credit card,5.9,0.33,$166.71 ,$55.01 
728,WALM043,Baytown,Sports and travel,$69.74 ,10,5/3/2019,5:49:00 PM,Credit card,8.9,0.48,$697.40 ,$334.75 
729,WALM096,Eagle Pass,Fashion accessories,$97.26 ,4,16/03/19,3:33:00 PM,Ewallet,6.8,0.18,$389.04 ,$70.03 
730,WALM029,Round Rock,Home and lifestyle,$52.18 ,7,9/3/2019,10:54:00 AM,Cash,9.3,0.48,$365.26 ,$175.32 
731,WALM078,Del Rio,Fashion accessories,$22.32 ,4,1/3/2019,4:23:00 PM,Credit card,4.4,0.33,$89.28 ,$29.46 
732,WALM087,Waxahachie,Health and beauty,$56.00 ,3,28/02/19,7:33:00 PM,Ewallet,4.8,0.33,$168.00 ,$55.44 
733,WALM062,Galveston,Fashion accessories,$19.70 ,1,8/2/2019,11:39:00 AM,Ewallet,9.5,0.33,$19.70 ,$6.50 
734,WALM052,Mansfield,Electronic accessories,$75.88 ,7,24/01/19,10:38:00 AM,Ewallet,8.9,0.57,$531.16 ,$302.76 
735,WALM057,Euless,Food and beverages,$53.72 ,1,1/3/2019,8:03:00 PM,Ewallet,6.4,0.33,$53.72 ,$17.73 
736,WALM095,Big Spring,Health and beauty,$81.95 ,10,10/3/2019,12:39:00 PM,Credit card,6,0.33,$819.50 ,$270.44 
737,WALM066,Grapevine,Home and lifestyle,$81.20 ,7,23/03/19,3:59:00 PM,Credit card,8.1,0.33,$568.40 ,$187.57 
738,WALM010,Laredo,Electronic accessories,$58.76 ,10,29/01/19,2:26:00 PM,Ewallet,9,0.48,$587.60 ,$282.05 
739,WALM064,Bedford,Electronic accessories,$91.56 ,8,12/1/2019,6:22:00 PM,Ewallet,6,0.33,$732.48 ,$241.72 
740,WALM084,Schertz,Home and lifestyle,$93.96 ,9,20/03/19,11:32:00 AM,Cash,9.8,0.33,$845.64 ,$279.06 
741,WALM047,Flower Mound,Home and lifestyle,$55.61 ,7,23/03/19,12:41:00 PM,Cash,8.5,0.48,$389.27 ,$186.85 
742,WALM076,Huntsville,Food and beverages,$84.83 ,1,14/01/19,3:20:00 PM,Ewallet,8.8,0.33,$84.83 ,$27.99 
743,WALM048,Harlingen,Sports and travel,$71.63 ,2,12/2/2019,2:33:00 PM,Ewallet,8.8,0.48,$143.26 ,$68.76 
744,WALM067,Haltom City,Home and lifestyle,$37.69 ,2,20/02/19,3:29:00 PM,Ewallet,9.5,0.33,$75.38 ,$24.88 
745,WALM002,Dallas,Sports and travel,$31.67 ,8,2/1/2019,4:19:00 PM,Credit card,5.6,0.36,$253.36 ,$91.21 
746,WALM081,Friendswood,Food and beverages,$38.42 ,1,2/2/2019,4:33:00 PM,Cash,8.6,0.33,$38.42 ,$12.68 
747,WALM062,Galveston,Fashion accessories,$65.23 ,10,8/1/2019,7:07:00 PM,Credit card,5.2,0.33,$652.30 ,$215.26 
748,WALM016,Brownsville,Home and lifestyle,$10.53 ,5,30/01/19,2:43:00 PM,Credit card,5.8,0.48,$52.65 ,$25.27 
749,WALM025,Waco,Home and lifestyle,$12.29 ,9,26/03/19,7:28:00 PM,Credit card,8,0.48,$110.61 ,$53.09 
750,WALM005,Fort Worth,Health and beauty,$81.23 ,7,15/01/19,8:44:00 PM,Cash,9,0.48,$568.61 ,$272.93 
751,WALM060,DeSoto,Fashion accessories,$22.32 ,4,14/03/19,11:16:00 AM,Ewallet,4.1,0.33,$89.28 ,$29.46 
752,WALM090,Brownwood,Food and beverages,$27.28 ,5,3/2/2019,10:31:00 AM,Credit card,8.6,0.33,$136.40 ,$45.01 
753,WALM075,San Marcos,Electronic accessories,$17.42 ,10,22/02/19,12:30:00 PM,Ewallet,7,0.33,$174.20 ,$57.49 
754,WALM074,Weslaco,Home and lifestyle,$73.28 ,5,24/01/19,3:05:00 PM,Cash,8.4,0.33,$366.40 ,$120.91 
755,WALM021,McAllen,Fashion accessories,$84.87 ,3,25/01/19,6:30:00 PM,Ewallet,7.4,0.48,$254.61 ,$122.21 
756,WALM072,Lancaster,Fashion accessories,$97.29 ,8,9/3/2019,1:18:00 PM,Credit card,6.2,0.33,$778.32 ,$256.85 
757,WALM077,Coppell,Electronic accessories,$35.74 ,8,17/02/19,3:28:00 PM,Ewallet,4.9,0.33,$285.92 ,$94.35 
758,WALM063,Georgetown,Home and lifestyle,$96.52 ,6,11/1/2019,11:52:00 AM,Cash,4.5,0.33,$579.12 ,$191.11 
759,WALM064,Bedford,Food and beverages,$18.85 ,10,27/02/19,6:24:00 PM,Ewallet,5.6,0.33,$188.50 ,$62.21 
760,WALM028,Odessa,Food and beverages,$55.39 ,4,25/03/19,3:19:00 PM,Ewallet,8,0.48,$221.56 ,$106.35 
761,WALM003,San Antonio,Food and beverages,$77.20 ,10,11/2/2019,10:38:00 AM,Credit card,5.6,0.48,$772.00 ,$370.56 
762,WALM069,Rockwall,Electronic accessories,$72.13 ,10,31/01/19,3:12:00 PM,Credit card,4.2,0.33,$721.30 ,$238.03 
763,WALM071,Lufkin,Fashion accessories,$63.88 ,8,20/01/19,5:48:00 PM,Ewallet,9.9,0.33,$511.04 ,$168.64 
764,WALM070,Hurst,Health and beauty,$10.69 ,5,26/03/19,11:07:00 AM,Ewallet,7.6,0.33,$53.45 ,$17.64 
765,WALM004,Austin,Health and beauty,$55.50 ,4,20/01/19,3:48:00 PM,Credit card,6.6,0.48,$222.00 ,$106.56 
766,WALM017,McKinney,Home and lifestyle,$95.46 ,8,5/3/2019,7:40:00 PM,Ewallet,4.7,0.48,$763.68 ,$366.57 
767,WALM056,Rowlett,Fashion accessories,$76.06 ,3,5/1/2019,8:30:00 PM,Credit card,9.8,0.33,$228.18 ,$75.30 
768,WALM006,El Paso,Sports and travel,$13.69 ,6,13/02/19,1:59:00 PM,Cash,6.3,0.48,$82.14 ,$39.43 
769,WALM049,North Richland Hills,Electronic accessories,$95.64 ,4,16/03/19,6:51:00 PM,Cash,7.9,0.48,$382.56 ,$183.63 
770,WALM020,Killeen,Home and lifestyle,$11.43 ,6,15/01/19,5:24:00 PM,Cash,7.7,0.48,$68.58 ,$32.92 
771,WALM065,Texas City,Sports and travel,$95.54 ,4,26/02/19,11:58:00 AM,Ewallet,4.5,0.33,$382.16 ,$126.11 
772,WALM039,Longview,Health and beauty,$85.87 ,7,27/02/19,7:01:00 PM,Credit card,8,0.48,$601.09 ,$288.52 
773,WALM046,Temple,Sports and travel,$67.99 ,7,17/02/19,4:50:00 PM,Ewallet,5.7,0.48,$475.93 ,$228.45 
774,WALM060,DeSoto,Food and beverages,$52.42 ,1,6/2/2019,10:22:00 AM,Credit card,6.3,0.33,$52.42 ,$17.30 
775,WALM052,Mansfield,Food and beverages,$65.65 ,2,17/01/19,4:46:00 PM,Cash,6,0.57,$131.30 ,$74.84 
776,WALM053,Conroe,Food and beverages,$28.86 ,5,22/01/19,6:08:00 PM,Credit card,8,0.57,$144.30 ,$82.25 
777,WALM084,Schertz,Health and beauty,$65.31 ,7,5/3/2019,6:02:00 PM,Credit card,4.2,0.33,$457.17 ,$150.87 
778,WALM096,Eagle Pass,Sports and travel,$93.38 ,1,3/1/2019,1:07:00 PM,Cash,9.6,0.33,$93.38 ,$30.82 
779,WALM031,Lewisville,Sports and travel,$25.25 ,5,20/03/19,5:52:00 PM,Cash,6.1,0.48,$126.25 ,$60.60 
780,WALM095,Big Spring,Electronic accessories,$87.87 ,9,31/01/19,8:32:00 PM,Ewallet,5.6,0.33,$790.83 ,$260.97 
781,WALM005,Fort Worth,Health and beauty,$21.80 ,8,19/02/19,7:24:00 PM,Cash,8.3,0.48,$174.40 ,$83.71 
782,WALM022,Mesquite,Sports and travel,$94.76 ,4,11/2/2019,4:06:00 PM,Ewallet,7.8,0.48,$379.04 ,$181.94 
783,WALM063,Georgetown,Fashion accessories,$30.62 ,1,5/2/2019,2:14:00 PM,Credit card,4.1,0.33,$30.62 ,$10.10 
784,WALM055,Waxahachie,Home and lifestyle,$44.01 ,8,3/3/2019,5:36:00 PM,Cash,8.8,0.33,$352.08 ,$116.19 
785,WALM069,Rockwall,Health and beauty,$10.16 ,5,24/02/19,1:08:00 PM,Ewallet,4.1,0.33,$50.80 ,$16.76 
786,WALM087,Waxahachie,Electronic accessories,$74.58 ,7,4/2/2019,4:09:00 PM,Credit card,9,0.33,$522.06 ,$172.28 
787,WALM062,Galveston,Electronic accessories,$71.89 ,8,19/02/19,11:33:00 AM,Ewallet,5.5,0.33,$575.12 ,$189.79 
788,WALM025,Waco,Health and beauty,$10.99 ,5,23/01/19,10:18:00 AM,Credit card,9.3,0.48,$54.95 ,$26.38 
789,WALM017,McKinney,Health and beauty,$60.47 ,3,14/01/19,10:55:00 AM,Credit card,5.6,0.48,$181.41 ,$87.08 
790,WALM089,Southlake,Sports and travel,$58.91 ,7,17/01/19,3:15:00 PM,Ewallet,9.7,0.33,$412.37 ,$136.08 
791,WALM031,Lewisville,Fashion accessories,$46.41 ,1,3/3/2019,8:06:00 PM,Credit card,4,0.48,$46.41 ,$22.28 
792,WALM038,Sugar Land,Health and beauty,$68.55 ,4,15/02/19,8:21:00 PM,Credit card,9.2,0.48,$274.20 ,$131.62 
793,WALM008,Corpus Christi,Home and lifestyle,$97.37 ,10,15/01/19,1:48:00 PM,Credit card,4.9,0.48,$973.70 ,$467.38 
794,WALM022,Mesquite,Electronic accessories,$92.60 ,7,27/02/19,12:52:00 PM,Credit card,9.3,0.48,$648.20 ,$311.14 
795,WALM100,Canyon,Electronic accessories,$46.61 ,2,26/02/19,12:28:00 PM,Credit card,6.6,0.18,$93.22 ,$16.78 
796,WALM001,Houston,Fashion accessories,$27.18 ,2,15/03/19,4:26:00 PM,Ewallet,4.3,0.36,$54.36 ,$19.57 
797,WALM067,Haltom City,Home and lifestyle,$60.87 ,1,24/01/19,1:24:00 PM,Cash,5.5,0.33,$60.87 ,$20.09 
798,WALM072,Lancaster,Sports and travel,$24.49 ,10,22/02/19,3:15:00 PM,Cash,8.1,0.33,$244.90 ,$80.82 
799,WALM098,Mineral Wells,Health and beauty,$92.78 ,1,15/03/19,10:50:00 AM,Credit card,9.8,0.18,$92.78 ,$16.70 
800,WALM067,Haltom City,Home and lifestyle,$86.69 ,5,11/2/2019,6:38:00 PM,Ewallet,9.4,0.33,$433.45 ,$143.04 
801,WALM075,San Marcos,Sports and travel,$23.01 ,6,12/1/2019,4:45:00 PM,Ewallet,7.9,0.33,$138.06 ,$45.56 
802,WALM005,Fort Worth,Electronic accessories,$30.20 ,8,3/3/2019,7:30:00 PM,Ewallet,5.1,0.48,$241.60 ,$115.97 
803,WALM037,League City,Fashion accessories,$67.39 ,7,23/03/19,1:23:00 PM,Ewallet,6.9,0.48,$471.73 ,$226.43 
804,WALM096,Eagle Pass,Fashion accessories,$48.96 ,9,4/3/2019,11:27:00 AM,Cash,8,0.18,$440.64 ,$79.32 
805,WALM009,Plano,Electronic accessories,$75.59 ,9,23/02/19,11:12:00 AM,Cash,8,0.48,$680.31 ,$326.55 
806,WALM074,Weslaco,Home and lifestyle,$77.47 ,4,17/03/19,4:36:00 PM,Cash,4.2,0.33,$309.88 ,$102.26 
807,WALM080,Nacogdoches,Sports and travel,$93.18 ,2,16/01/19,6:41:00 PM,Credit card,8.5,0.33,$186.36 ,$61.50 
808,WALM025,Waco,Electronic accessories,$50.23 ,4,8/1/2019,5:12:00 PM,Cash,9,0.48,$200.92 ,$96.44 
809,WALM040,Edinburg,Health and beauty,$17.75 ,1,14/01/19,10:38:00 AM,Cash,8.6,0.48,$17.75 ,$8.52 
810,WALM059,Pflugerville,Fashion accessories,$62.18 ,10,31/01/19,10:33:00 AM,Ewallet,6,0.33,$621.80 ,$205.19 
811,WALM016,Brownsville,Health and beauty,$10.75 ,8,15/03/19,2:38:00 PM,Ewallet,6.2,0.48,$86.00 ,$41.28 
812,WALM082,Weslaco,Electronic accessories,$40.26 ,10,24/02/19,6:06:00 PM,Cash,5,0.33,$402.60 ,$132.86 
813,WALM086,Rosenberg,Sports and travel,$64.97 ,5,8/2/2019,12:52:00 PM,Credit card,6.5,0.33,$324.85 ,$107.20 
814,WALM077,Coppell,Electronic accessories,$95.15 ,1,22/03/19,2:00:00 PM,Cash,6,0.33,$95.15 ,$31.40 
815,WALM028,Odessa,Electronic accessories,$48.62 ,8,24/01/19,10:57:00 AM,Cash,5,0.48,$388.96 ,$186.70 
816,WALM072,Lancaster,Food and beverages,$53.21 ,8,14/03/19,4:45:00 PM,Ewallet,5,0.33,$425.68 ,$140.47 
817,WALM058,Port Arthur,Fashion accessories,$45.44 ,7,23/01/19,11:15:00 AM,Cash,9.2,0.33,$318.08 ,$104.97 
818,WALM078,Del Rio,Food and beverages,$33.88 ,8,19/01/19,8:29:00 PM,Ewallet,9.6,0.33,$271.04 ,$89.44 
819,WALM008,Corpus Christi,Health and beauty,$96.16 ,4,27/01/19,8:03:00 PM,Credit card,8.4,0.48,$384.64 ,$184.63 
820,WALM086,Rosenberg,Food and beverages,$47.16 ,5,3/2/2019,2:35:00 PM,Credit card,6,0.33,$235.80 ,$77.81 
821,WALM069,Rockwall,Electronic accessories,$52.89 ,4,25/03/19,4:32:00 PM,Ewallet,6.7,0.33,$211.56 ,$69.81 
822,WALM009,Plano,Home and lifestyle,$47.68 ,2,24/02/19,10:10:00 AM,Credit card,4.1,0.48,$95.36 ,$45.77 
823,WALM048,Harlingen,Sports and travel,$10.17 ,1,7/2/2019,2:15:00 PM,Cash,5.9,0.48,$10.17 ,$4.88 
824,WALM035,San Angelo,Health and beauty,$68.71 ,3,4/3/2019,10:05:00 AM,Cash,8.7,0.48,$206.13 ,$98.94 
825,WALM042,Bryan,Sports and travel,$60.08 ,7,14/02/19,11:36:00 AM,Credit card,4.5,0.48,$420.56 ,$201.87 
826,WALM011,Lubbock,Sports and travel,$22.01 ,4,29/01/19,6:15:00 PM,Credit card,6.6,0.48,$88.04 ,$42.26 
827,WALM073,Seguin,Health and beauty,$72.11 ,9,28/01/19,1:53:00 PM,Credit card,7.7,0.33,$648.99 ,$214.17 
828,WALM009,Plano,Fashion accessories,$41.28 ,3,26/03/19,6:37:00 PM,Credit card,8.5,0.48,$123.84 ,$59.44 
829,WALM020,Killeen,Electronic accessories,$64.95 ,10,24/03/19,6:27:00 PM,Cash,5.2,0.48,$649.50 ,$311.76 
830,WALM011,Lubbock,Electronic accessories,$74.22 ,10,1/1/2019,2:42:00 PM,Credit card,4.3,0.48,$742.20 ,$356.26 
831,WALM003,San Antonio,Electronic accessories,$10.56 ,8,24/01/19,5:43:00 PM,Cash,7.6,0.48,$84.48 ,$40.55 
832,WALM087,Waxahachie,Health and beauty,$62.57 ,4,25/02/19,6:37:00 PM,Cash,9.5,0.33,$250.28 ,$82.59 
833,WALM078,Del Rio,Sports and travel,$11.85 ,8,9/1/2019,4:34:00 PM,Cash,4.1,0.33,$94.80 ,$31.28 
834,WALM082,Weslaco,Health and beauty,$91.30 ,1,14/02/19,2:42:00 PM,Cash,9.2,0.33,$91.30 ,$30.13 
835,WALM060,DeSoto,Home and lifestyle,$40.73 ,7,12/3/2019,11:01:00 AM,Ewallet,5.4,0.33,$285.11 ,$94.09 
836,WALM074,Weslaco,Fashion accessories,$52.38 ,1,26/03/19,7:44:00 PM,Cash,5.8,0.33,$52.38 ,$17.29 
837,WALM083,Farmers Branch,Fashion accessories,$38.54 ,5,9/1/2019,1:34:00 PM,Ewallet,5.6,0.33,$192.70 ,$63.59 
838,WALM098,Mineral Wells,Sports and travel,$44.63 ,6,2/1/2019,8:08:00 PM,Credit card,5.1,0.18,$267.78 ,$48.20 
839,WALM076,Huntsville,Electronic accessories,$55.87 ,10,15/01/19,3:01:00 PM,Cash,5.8,0.33,$558.70 ,$184.37 
840,WALM085,Kerrville,Sports and travel,$29.22 ,6,1/1/2019,11:40:00 AM,Ewallet,5,0.33,$175.32 ,$57.86 
841,WALM056,Rowlett,Fashion accessories,$51.94 ,3,15/02/19,3:21:00 PM,Cash,7.9,0.33,$155.82 ,$51.42 
842,WALM070,Hurst,Electronic accessories,$60.30 ,1,28/02/19,5:38:00 PM,Cash,6,0.33,$60.30 ,$19.90 
843,WALM080,Nacogdoches,Sports and travel,$39.47 ,2,2/3/2019,4:16:00 PM,Credit card,5,0.33,$78.94 ,$26.05 
844,WALM061,Cedar Park,Food and beverages,$14.87 ,2,13/02/19,6:15:00 PM,Credit card,8.9,0.33,$29.74 ,$9.81 
845,WALM051,New Braunfels,Fashion accessories,$21.32 ,1,26/01/19,12:43:00 PM,Cash,5.9,0.48,$21.32 ,$10.23 
846,WALM051,New Braunfels,Electronic accessories,$93.78 ,3,30/01/19,11:32:00 AM,Credit card,5.9,0.57,$281.34 ,$160.36 
847,WALM018,Frisco,Electronic accessories,$73.26 ,1,27/01/19,6:08:00 PM,Ewallet,9.7,0.48,$73.26 ,$35.16 
848,WALM026,Denton,Sports and travel,$22.38 ,1,30/01/19,5:08:00 PM,Credit card,8.6,0.48,$22.38 ,$10.74 
849,WALM017,McKinney,Food and beverages,$72.88 ,9,8/1/2019,7:38:00 PM,Cash,4,0.48,$655.92 ,$314.84 
850,WALM033,Pearland,Fashion accessories,$99.10 ,6,19/01/19,1:11:00 PM,Cash,4.2,0.48,$594.60 ,$285.41 
851,WALM055,Waxahachie,Fashion accessories,$74.10 ,1,25/01/19,11:05:00 AM,Cash,9.2,0.33,$74.10 ,$24.45 
852,WALM054,Sherman,Fashion accessories,$98.48 ,2,19/02/19,10:12:00 AM,Ewallet,9.2,0.21,$196.96 ,$41.36 
853,WALM030,Richardson,Health and beauty,$53.19 ,7,14/01/19,3:42:00 PM,Ewallet,5,0.48,$372.33 ,$178.72 
854,WALM093,Angleton,Electronic accessories,$52.79 ,10,25/02/19,11:58:00 AM,Ewallet,10,0.33,$527.90 ,$174.21 
855,WALM087,Waxahachie,Health and beauty,$95.95 ,5,23/01/19,2:21:00 PM,Ewallet,8.8,0.33,$479.75 ,$158.32 
856,WALM093,Angleton,Fashion accessories,$36.51 ,9,16/02/19,10:52:00 AM,Cash,4.2,0.33,$328.59 ,$108.43 
857,WALM049,North Richland Hills,Food and beverages,$21.12 ,8,1/1/2019,7:31:00 PM,Cash,6.3,0.48,$168.96 ,$81.10 
858,WALM067,Haltom City,Home and lifestyle,$28.31 ,4,7/3/2019,6:35:00 PM,Cash,8.2,0.33,$113.24 ,$37.37 
859,WALM093,Angleton,Health and beauty,$57.59 ,6,15/02/19,1:51:00 PM,Cash,5.1,0.33,$345.54 ,$114.03 
860,WALM097,Alice,Food and beverages,$47.63 ,9,23/01/19,12:35:00 PM,Cash,5,0.18,$428.67 ,$77.16 
861,WALM078,Del Rio,Home and lifestyle,$86.27 ,1,20/02/19,1:24:00 PM,Ewallet,7,0.33,$86.27 ,$28.47 
862,WALM068,Burleson,Sports and travel,$12.76 ,2,8/1/2019,6:06:00 PM,Ewallet,7.8,0.33,$25.52 ,$8.42 
863,WALM031,Lewisville,Home and lifestyle,$11.28 ,9,17/03/19,11:55:00 AM,Credit card,4.3,0.48,$101.52 ,$48.73 
864,WALM014,Amarillo,Home and lifestyle,$51.07 ,7,12/1/2019,11:42:00 AM,Cash,7,0.48,$357.49 ,$171.60 
865,WALM052,Mansfield,Electronic accessories,$79.59 ,3,8/1/2019,2:30:00 PM,Cash,6.6,0.57,$238.77 ,$136.10 
866,WALM075,San Marcos,Health and beauty,$33.81 ,3,26/01/19,3:11:00 PM,Ewallet,7.3,0.33,$101.43 ,$33.47 
867,WALM085,Kerrville,Sports and travel,$90.53 ,8,15/03/19,2:48:00 PM,Credit card,6.5,0.33,$724.24 ,$239.00 
868,WALM053,Conroe,Health and beauty,$62.82 ,2,17/01/19,12:36:00 PM,Ewallet,4.9,0.57,$125.64 ,$71.61 
869,WALM051,New Braunfels,Food and beverages,$24.31 ,3,8/1/2019,7:09:00 PM,Credit card,4.3,0.48,$72.93 ,$35.01 
870,WALM035,San Angelo,Sports and travel,$64.59 ,4,6/1/2019,1:35:00 PM,Ewallet,9.3,0.48,$258.36 ,$124.01 
871,WALM074,Weslaco,Food and beverages,$24.82 ,7,16/02/19,10:33:00 AM,Cash,7.1,0.33,$173.74 ,$57.33 
